,Tipo,Descripcion,Habitaciones,Banos,Area,Barrio,UPZ,Valor,Moneda,Precio,Precio_Millon,Zona,Precio_m2
4941,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 210.000.000,$,210000000,210.0,Zona Occidental,3.723021313477524
4942,Apartamento,Apartamento en venta en Fontibón,2,2,56,Fontibón,Fontibón,$ 340.000.000,$,340000000,340.0,Zona Occidental,3.723021313477524
4943,Casa,Casa en venta en Fontibón,3,2,44,Fontibón,Fontibón,$ 138.000.000,$,138000000,138.0,Zona Occidental,3.723021313477524
4944,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 210.000.000,$,210000000,210.0,Zona Occidental,3.723021313477524
4945,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4946,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4947,Casa,Casa en venta en Fontibón,2,1,48,Fontibón,Fontibón,$ 149.000.000,$,149000000,149.0,Zona Occidental,3.723021313477524
4948,Apartamento,Apartamento en venta en Fontibón,3,2,52,Fontibón,Fontibón,$ 163.000.000,$,163000000,163.0,Zona Occidental,3.723021313477524
4949,Apartamento,Apartamento en venta en Fontibón,3,2,52,Fontibón,Fontibón,$ 163.000.000,$,163000000,163.0,Zona Occidental,3.723021313477524
4950,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4951,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4952,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4953,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4954,Casa,Casa en venta en Fontibón,3,1,55,Fontibón,Fontibón,$ 166.000.000,$,166000000,166.0,Zona Occidental,3.723021313477524
4955,Apartamento,Apartamento en venta en Fontibón,3,2,51,Fontibón,Fontibón,$ 160.000.000,$,160000000,160.0,Zona Occidental,3.723021313477524
4956,Apartamento,Apartamento en venta en Fontibón,3,3,78,Fontibón,Fontibón,$ 399.000.000,$,399000000,399.0,Zona Occidental,3.723021313477524
4957,Apartamento,Apartamento en venta en Fontibón,3,2,64,Fontibón,Fontibón,$ 245.000.000,$,245000000,245.0,Zona Occidental,3.723021313477524
4958,Apartamento,Apartamento en venta en Fontibón,3,3,78,Fontibón,Fontibón,$ 399.000.000,$,399000000,399.0,Zona Occidental,3.723021313477524
4959,Apartamento,Apartamento en venta en Fontibón,3,2,51,Fontibón,Fontibón,$ 160.000.000,$,160000000,160.0,Zona Occidental,3.723021313477524
4960,Casa,Casa en venta en Fontibón,5,3,156,Fontibón,Fontibón,$ 360.000.000,$,360000000,360.0,Zona Occidental,3.723021313477524
4961,Apartamento,Apartamento en venta en Fontibón,4,5,200,Fontibón,Fontibón,$ 1.400.000.000,$,1400000000,1400.0,Zona Occidental,3.723021313477524
4962,Casa,Casa en venta en Fontibón,5,4,120,Fontibón,Fontibón,$ 450.000.000,$,450000000,450.0,Zona Occidental,3.723021313477524
4963,Apartamento,Apartamento en venta en Fontibón,2,2,47,Fontibón,Fontibón,$ 257.000.000,$,257000000,257.0,Zona Occidental,3.723021313477524
4965,Apartamento,Apartamento en venta en Fontibón,2,2,47,Fontibón,Fontibón,$ 257.000.000,$,257000000,257.0,Zona Occidental,3.723021313477524
4967,Apartamento,Apartamento en venta en Fontibón,3,2,73,Fontibón,Fontibón,$ 295.000.000,$,295000000,295.0,Zona Occidental,3.723021313477524
4968,Casa,Casa en venta en Fontibón,5,4,165,Fontibón,Fontibón,$ 790.000.000,$,790000000,790.0,Zona Occidental,3.723021313477524
4969,Apartamento,Apartamento en venta en Fontibón,3,2,56,Fontibón,Fontibón,$ 330.000.000,$,330000000,330.0,Zona Occidental,3.723021313477524
4970,Casa,Casa en venta en Fontibón,3,1,48,Fontibón,Fontibón,$ 165.000.000,$,165000000,165.0,Zona Occidental,3.723021313477524
4971,Apartamento,Apartamento en venta en Villa Alsacia,3,2,75,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 350.000.000,$,350000000,350.0,Zona Suroccidental,4.139391447368421
4972,Apartamento,Apartamento en venta en Villa Alsacia,3,2,75,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 350.000.000,$,350000000,350.0,Zona Suroccidental,4.139391447368421
4973,Apartamento,Apartamento en venta en Villa Alsacia,2,1,42,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 220.000.000,$,220000000,220.0,Zona Suroccidental,4.139391447368421
4974,Apartamento,Apartamento en venta en Villa Alsacia,3,2,78,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 400.000.000,$,400000000,400.0,Zona Suroccidental,4.139391447368421
4975,Apartamento,Apartamento en venta en Villa Alsacia,3,2,55,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 240.000.000,$,240000000,240.0,Zona Suroccidental,4.139391447368421
4976,Apartamento,Apartamento en venta en Villa Alsacia,3,2,86,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 410.000.000,$,410000000,410.0,Zona Suroccidental,4.139391447368421
4977,Apartamento,Apartamento en venta en Villa Alsacia,3,2,68,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 285.000.000,$,285000000,285.0,Zona Suroccidental,4.139391447368421
4978,Apartamento,Apartamento en venta en Villa Alsacia,3,2,54,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 270.000.000,$,270000000,270.0,Zona Suroccidental,4.139391447368421
4979,Apartamento,Apartamento en venta en Villa Alsacia,2,1,41,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 188.000.000,$,188000000,188.0,Zona Suroccidental,4.139391447368421
4980,Apartamento,Apartamento en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 390.000.000,$,390000000,390.0,Zona Suroccidental,4.139391447368421
4981,Casa,Casa en venta en Villa Alsacia,5,2,225,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 600.000.000,$,600000000,600.0,Zona Suroccidental,4.139391447368421
4982,Apartamento,Apartamento en venta en Villa Alsacia,3,2,58,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 240.000.000,$,240000000,240.0,Zona Suroccidental,4.139391447368421
4983,Apartamento,Apartamento en venta en Villa Alsacia,3,2,54,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 270.000.000,$,270000000,270.0,Zona Suroccidental,4.139391447368421
4984,Apartamento,Apartamento en venta en Villa Alsacia,3,3,70,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 340.000.000,$,340000000,340.0,Zona Suroccidental,4.139391447368421
4985,Apartamento,Apartamento en venta en Villa Alsacia,3,2,61,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 240.000.000,$,240000000,240.0,Zona Suroccidental,4.139391447368421
4986,Apartamento,Apartamento en venta en Villa Alsacia,3,2,86,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 450.000.000,$,450000000,450.0,Zona Suroccidental,4.139391447368421
4987,Apartamento,Apartamento en venta en Villa Alsacia,2,1,41,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 188.000.000,$,188000000,188.0,Zona Suroccidental,4.139391447368421
4988,Apartamento,Apartamento en venta en Villa Alsacia,2,2,55,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 230.000.000,$,230000000,230.0,Zona Suroccidental,4.139391447368421
4989,Apartamento,Apartamento en venta en Villa Alsacia,2,2,55,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 230.000.000,$,230000000,230.0,Zona Suroccidental,4.139391447368421
4990,Casa,Casa en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 222.000.000,$,222000000,222.0,Zona Suroccidental,4.139391447368421
4991,Apartamento,Apartamento en venta en Villa Alsacia,3,2,77,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 320.000.000,$,320000000,320.0,Zona Suroccidental,4.139391447368421
4992,Apartamento,Apartamento en venta en Villa Alsacia,2,1,42,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 170.000.000,$,170000000,170.0,Zona Suroccidental,4.139391447368421
4993,Casa,Casa en venta en Villa Alsacia,3,3,122,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 420.000.000,$,420000000,420.0,Zona Suroccidental,4.139391447368421
4994,Apartamento,Apartamento en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 290.000.000,$,290000000,290.0,Zona Suroccidental,4.139391447368421
4995,Apartamento,Apartamento en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 290.000.000,$,290000000,290.0,Zona Suroccidental,4.139391447368421
4996,Apartamento,Apartamento en venta en Villa Alsacia,2,1,42,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 170.000.000,$,170000000,170.0,Zona Suroccidental,4.139391447368421
4997,Casa,Casa en venta en Villa Alsacia,3,3,122,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 420.000.000,$,420000000,420.0,Zona Suroccidental,4.139391447368421
4998,Apartamento,Apartamento en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 290.000.000,$,290000000,290.0,Zona Suroccidental,4.139391447368421
4999,Casa,Casa en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 222.000.000,$,222000000,222.0,Zona Suroccidental,4.139391447368421
5000,Apartamento,Apartamento en venta en Villa Alsacia,3,2,55,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 252.000.000,$,252000000,252.0,Zona Suroccidental,4.139391447368421
5001,Casa,Casa en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 222.000.000,$,222000000,222.0,Zona Suroccidental,4.139391447368421
5002,Casa,Casa en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 222.000.000,$,222000000,222.0,Zona Suroccidental,4.139391447368421
5003,Casa,Casa en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 222.000.000,$,222000000,222.0,Zona Suroccidental,4.139391447368421
5004,Casa,Casa en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 222.000.000,$,222000000,222.0,Zona Suroccidental,4.139391447368421
5005,Casa,Casa en venta en Villa Alsacia,3,2,63,Villa Alsacia,KENNEDY: Castilla + Bavaria,$ 222.000.000,$,222000000,222.0,Zona Suroccidental,4.139391447368421
5006,Apartamento,Apartamento en venta en Palermo,3,2,130,Palermo,Galerías,$ 750.000.000,$,750000000,750.0,Zona Chapinero,3.835207308503162
5007,Apartamento,Apartamento en venta en Palermo,3,2,130,Palermo,Galerías,$ 750.000.000,$,750000000,750.0,Zona Chapinero,3.835207308503162
5008,Apartamento,Apartamento en venta en Palermo,3,2,127,Palermo,Galerías,$ 550.000.000,$,550000000,550.0,Zona Chapinero,3.835207308503162
5009,Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 462.000.000,$,462000000,462.0,Zona Chapinero,3.835207308503162
5011,Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 462.000.000,$,462000000,462.0,Zona Chapinero,3.835207308503162
5012,Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 462.000.000,$,462000000,462.0,Zona Chapinero,3.835207308503162
5013,Apartamento,Apartamento en venta en Palermo,2,1,49,Palermo,Galerías,$ 330.000.000,$,330000000,330.0,Zona Chapinero,3.835207308503162
5014,Casa,Casa en venta en Palermo,8,4,236,Palermo,Galerías,$ 1.200.000.000,$,1200000000,1200.0,Zona Chapinero,3.835207308503162
5015,Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 462.000.000,$,462000000,462.0,Zona Chapinero,3.835207308503162
5019,Apartamento,Apartamento en venta en Palermo,2,2,77,Palermo,Galerías,$ 457.000.000,$,457000000,457.0,Zona Chapinero,3.835207308503162
5020,Apartamento,Apartamento en venta en Palermo,1,1,39,Palermo,Galerías,$ 230.000.000,$,230000000,230.0,Zona Chapinero,3.835207308503162
5021,Apartamento,Apartamento en venta en La Candelaria,4,4,160,La Candelaria,La Candelaria,$ 900.000.000,$,900000000,900.0,Zona Centro,8.889242669544883
5022,Apartamento,Apartamento en venta en La Candelaria,4,4,160,La Candelaria,La Candelaria,$ 900.000.000,$,900000000,900.0,Zona Centro,8.889242669544883
5023,Apartamento,Apartamento en venta en La Candelaria,3,3,100,La Candelaria,La Candelaria,$ 648.000.000,$,648000000,648.0,Zona Centro,8.889242669544883
5024,Casa,Casa en venta en La Candelaria,3,3,102,La Candelaria,La Candelaria,$ 320.000.000,$,320000000,320.0,Zona Centro,8.889242669544883
5025,Apartamento,Apartamento en venta en La Candelaria,3,3,90,La Candelaria,La Candelaria,$ 660.000.000,$,660000000,660.0,Zona Centro,8.889242669544883
5027,Apartamento,Apartamento en venta en La Candelaria,1,1,33,La Candelaria,La Candelaria,$ 270.000.000,$,270000000,270.0,Zona Centro,8.889242669544883
5031,Oficina/Consultorio,Oficina/Consultorio en venta en La Candelaria,1,1,24,La Candelaria,La Candelaria,$ 74.300.000,$,74300000,74.3,Zona Centro,8.889242669544883
5032,Oficina/Consultorio,Oficina/Consultorio en venta en La Candelaria,3,2,57,La Candelaria,La Candelaria,$ 144.000.000,$,144000000,144.0,Zona Centro,8.889242669544883
5033,Oficina/Consultorio,Oficina/Consultorio en venta en La Candelaria,1,2,24,La Candelaria,La Candelaria,$ 60.000.000,$,60000000,60.0,Zona Centro,8.889242669544883
5034,Apartamento,Apartamento en venta en La Candelaria,1,1,33,La Candelaria,La Candelaria,$ 270.000.000,$,270000000,270.0,Zona Centro,8.889242669544883
5037,Apartamento,Apartamento en venta en La Candelaria,3,1,47,La Candelaria,La Candelaria,$ 124.000.000,$,124000000,124.0,Zona Centro,8.889242669544883
5038,Apartamento,Apartamento en venta en La Candelaria,3,1,57,La Candelaria,La Candelaria,$ 162.000.000,$,162000000,162.0,Zona Centro,8.889242669544883
5039,Apartamento,Apartamento en venta en La Candelaria,3,1,53,La Candelaria,La Candelaria,$ 180.000.000,$,180000000,180.0,Zona Centro,8.889242669544883
5040,Apartamento,Apartamento en venta en La Candelaria,3,1,53,La Candelaria,La Candelaria,$ 180.000.000,$,180000000,180.0,Zona Centro,8.889242669544883
5041,Apartamento,Apartamento en venta en La Candelaria,1,1,38,La Candelaria,La Candelaria,$ 240.000.000,$,240000000,240.0,Zona Centro,8.889242669544883
5042,Apartamento,Apartamento en venta en La Candelaria,1,1,43,La Candelaria,La Candelaria,$ 330.000.000,$,330000000,330.0,Zona Centro,8.889242669544883
5043,Apartamento,Apartamento en venta en La Candelaria,2,4,198,La Candelaria,La Candelaria,$ 1.690.000.000,$,1690000000,1690.0,Zona Centro,8.889242669544883
5045,Apartamento,Apartamento en venta en La Candelaria,2,3,94,La Candelaria,La Candelaria,$ 1.300.000.000,$,1300000000,1300.0,Zona Centro,8.889242669544883
5047,Apartamento,Apartamento en venta en La Candelaria,1,1,28,La Candelaria,La Candelaria,$ 190.000.000,$,190000000,190.0,Zona Centro,8.889242669544883
5048,Apartamento,Apartamento en venta en La Candelaria,2,3,94,La Candelaria,La Candelaria,$ 1.300.000.000,$,1300000000,1300.0,Zona Centro,8.889242669544883
5049,Apartamento,Apartamento en venta en La Candelaria,2,2,52,La Candelaria,La Candelaria,$ 300.000.000,$,300000000,300.0,Zona Centro,8.889242669544883
5051,Apartamento,Apartamento en venta en La Candelaria,2,1,46,La Candelaria,La Candelaria,$ 250.000.000,$,250000000,250.0,Zona Centro,8.889242669544883
5052,Apartamento,Apartamento en venta en La Candelaria,3,2,97,La Candelaria,La Candelaria,$ 320.000.000,$,320000000,320.0,Zona Centro,8.889242669544883
5053,Apartamento,Apartamento en venta en El Contador,3,3,206,El Contador,Los Cedros,$ 990.000.000,$,990000000,990.0,Zona Norte,5.279454722492697
5054,Apartamento,Apartamento en venta en El Contador,3,3,177,El Contador,Los Cedros,$ 1.050.000.000,$,1050000000,1050.0,Zona Norte,5.279454722492697
5055,Apartamento,Apartamento en venta en El Contador,3,3,177,El Contador,Los Cedros,$ 1.050.000.000,$,1050000000,1050.0,Zona Norte,5.279454722492697
5056,Apartamento,Apartamento en venta en El Contador,3,3,206,El Contador,Los Cedros,$ 990.000.000,$,990000000,990.0,Zona Norte,5.279454722492697
5057,Apartamento,Apartamento en venta en El Contador,2,2,70,El Contador,Los Cedros,$ 415.000.000,$,415000000,415.0,Zona Norte,5.279454722492697
5058,Apartamento,Apartamento en venta en El Contador,3,3,90,El Contador,Los Cedros,$ 460.000.000,$,460000000,460.0,Zona Norte,5.279454722492697
5059,Casa,Casa en venta en El Contador,4,3,210,El Contador,Los Cedros,$ 900.000.000,$,900000000,900.0,Zona Norte,5.279454722492697
5060,Apartamento,Apartamento en venta en El Contador,2,2,62,El Contador,Los Cedros,$ 390.000.000,$,390000000,390.0,Zona Norte,5.279454722492697
5061,Apartamento,Apartamento en venta en El Contador,1,2,58,El Contador,Los Cedros,$ 380.000.000,$,380000000,380.0,Zona Norte,5.279454722492697
5062,Apartamento,Apartamento en venta en El Contador,3,2,95,El Contador,Los Cedros,$ 465.000.000,$,465000000,465.0,Zona Norte,5.279454722492697
5063,Apartamento,Apartamento en venta en El Contador,2,3,89,El Contador,Los Cedros,$ 500.000.000,$,500000000,500.0,Zona Norte,5.279454722492697
5064,Apartamento,Apartamento en venta en El Contador,2,3,89,El Contador,Los Cedros,$ 500.000.000,$,500000000,500.0,Zona Norte,5.279454722492697
5065,Apartamento,Apartamento en venta en El Contador,2,2,70,El Contador,Los Cedros,$ 415.000.000,$,415000000,415.0,Zona Norte,5.279454722492697
5066,Apartamento,Apartamento en venta en El Contador,2,3,86,El Contador,Los Cedros,$ 540.000.000,$,540000000,540.0,Zona Norte,5.279454722492697
5067,Apartamento,Apartamento en venta en El Contador,4,5,250,El Contador,Los Cedros,$ 1.200.000.000,$,1200000000,1200.0,Zona Norte,5.279454722492697
5068,Apartamento,Apartamento en venta en El Contador,1,2,46,El Contador,Los Cedros,$ 450.000.000,$,450000000,450.0,Zona Norte,5.279454722492697
5069,Apartamento,Apartamento en venta en El Contador,2,2,76,El Contador,Los Cedros,$ 475.000.000,$,475000000,475.0,Zona Norte,5.279454722492697
5070,Apartamento,Apartamento en venta en El Contador,3,3,115,El Contador,Los Cedros,$ 468.000.000,$,468000000,468.0,Zona Norte,5.279454722492697
5071,Apartamento,Apartamento en venta en El Contador,3,3,89,El Contador,Los Cedros,$ 460.000.000,$,460000000,460.0,Zona Norte,5.279454722492697
5072,Apartamento,Apartamento en venta en El Contador,3,3,115,El Contador,Los Cedros,$ 468.000.000,$,468000000,468.0,Zona Norte,5.279454722492697
5073,Apartamento,Apartamento en venta en El Contador,2,2,70,El Contador,Los Cedros,$ 415.000.000,$,415000000,415.0,Zona Norte,5.279454722492697
5074,Apartamento,Apartamento en venta en El Contador,3,3,89,El Contador,Los Cedros,$ 460.000.000,$,460000000,460.0,Zona Norte,5.279454722492697
5076,Apartamento,Apartamento en venta en El Contador,2,2,76,El Contador,Los Cedros,$ 475.000.000,$,475000000,475.0,Zona Norte,5.279454722492697
5077,Casa,Casa en venta en El Contador,4,3,210,El Contador,Los Cedros,$ 850.000.000,$,850000000,850.0,Zona Norte,5.279454722492697
5078,Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 418.000.000,$,418000000,418.0,Zona Noroccidental,5.0067874515333095
5079,Apartamento,Apartamento en venta en El Batán,3,3,103,El Batán,La Alhambra,$ 418.000.000,$,418000000,418.0,Zona Noroccidental,5.0067874515333095
5080,Apartamento,Apartamento en venta en El Batán,2,2,91,El Batán,La Alhambra,$ 445.000.000,$,445000000,445.0,Zona Noroccidental,5.0067874515333095
5081,Apartamento,Apartamento en venta en El Batán,2,2,91,El Batán,La Alhambra,$ 445.000.000,$,445000000,445.0,Zona Noroccidental,5.0067874515333095
5082,Apartamento,Apartamento en venta en El Batán,2,2,75,El Batán,La Alhambra,$ 447.500.000,$,447500000,447.5,Zona Noroccidental,5.0067874515333095
5083,Apartamento,Apartamento en venta en El Batán,1,1,43,El Batán,La Alhambra,$ 285.000.000,$,285000000,285.0,Zona Noroccidental,5.0067874515333095
5084,Casa,Casa en venta en El Batán,3,3,150,El Batán,La Alhambra,$ 800.000.000,$,800000000,800.0,Zona Noroccidental,5.0067874515333095
